Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
10003.8,"267,8","267,8","6,423E-16",,,,"5,598E-11",,
10005.8,"287,4","287,4","8,85E-16",,,,"3,029E-11",,
10007.7,306,306,"1,194E-15",,,,"1,681E-11",,
10009.6,"324,1","324,1","1,604E-15",,,,"9,282E-12",,
10011.5,"341,7","341,7","2,143E-15",,,,"5,099E-12",,
10013.5,"359,3","359,3","2,894E-15",,,,"2,7E-12",,
10015.4,375,375,"3,83E-15",,,,,,
10017.3,"389,6","389,6","5,045E-15",,,,,,
10019.2,"402,7","402,7","6,614E-15",,,,,,
10021.2,"414,8","414,8","8,751E-15",,,,,,
10023.1,"424,6","424,6","1,136E-14",,,,,,
10025,"432,5","432,5","1,468E-14",,,,,,
10026.9,"438,4","438,4","1,888E-14",,,,,,
10028.8,"442,2","442,2","2,416E-14",,,,,,
10030.8,444,444,"3,116E-14",,,,,,
10032.7,"443,4","443,4","3,95E-14",,,,,,
10034.6,"440,8","440,8","4,982E-14",,,,,,
10036.5,436,436,"6,255E-14",,,,,,
10038.5,"428,8","428,8","7,906E-14",,,,,,
10040.4,420,420,"9,829E-14",,,,,,
10042.3,"409,4","409,4","1,216E-13",,,,,,
10044.2,"397,2","397,2","1,498E-13",,,,,,
10046.2,"382,7","382,7","1,855E-13",,,,,,
10048.1,"367,6","367,6","2,262E-13",,,,,,
10050,"351,4","351,4","2,745E-13",,,,,,
10051.9,"334,4","334,4","3,316E-13",,,,,,
10053.8,"316,6","316,6","3,987E-13",,,,,,
10055.8,"297,5","297,5","4,814E-13",,,,,,
10057.7,279,279,"5,731E-13",,,,,,
10059.6,"260,5","260,5","6,791E-13",,,,,,
10061.5,"242,1","242,1","8,008E-13",,,,,,
10063.5,"223,1","223,1","9,476E-13",,,,,,
10065.4,"205,5","205,5","1,107E-12",,,,,,
10067.3,"188,5","188,5","1,286E-12",,,,,,
10069.2,"172,3","172,3","1,488E-12",,,,,,
10071.2,"156,1","156,1","1,725E-12",,,,,,
10073.1,"141,6","141,6","1,976E-12",,,,,,
10075,"128,2","128,2","2,252E-12",,,,,,
10076.9,"115,8","115,8","2,556E-12",,,,,,
10078.8,"104,5","104,5","2,886E-12",,,,,,
10080.8,"93,71","93,71","3,263E-12",,,,,,
10082.7,"84,61","84,61","3,648E-12",,,,,,
10084.6,"76,59","76,59","4,06E-12",,,,,,
10086.5,"69,63","69,63","4,497E-12",,,,,,
10088.5,"63,41","63,41","4,982E-12",,,,,,
10090.4,"58,51","58,51","5,465E-12",,,,,,
10092.3,"54,55","54,55","5,966E-12",,,,,,
10094.2,"51,48","51,48","6,482E-12",,,,,,
10096.2,"49,15","49,15","7,037E-12",,,,,,
10098.1,"47,72","47,72","7,571E-12",,,,,,
10100,"47,01","47,01","8,107E-12",,,,,,
10101.9,"46,95","46,95","8,639E-12",,,,,,
10103.8,"47,47","47,47","9,163E-12",,,,,,
10105.8,"48,58","48,58","9,699E-12",,,,,,
10107.7,"50,1","50,1","1,019E-11",,,,,,
10109.6,52,52,"1,065E-11",,,,,,
10111.5,"54,23","54,23","1,108E-11",,,,,,
10113.5,"56,85","56,85","1,149E-11",,,,,,
10115.4,"59,53","59,53","1,184E-11",,,,,,
10117.3,"62,34","62,34","1,214E-11",,,,,,
10119.2,"65,21","65,21","1,239E-11",,,,,,
10121.2,"68,24","68,24","1,259E-11",,,,,,
10123.1,"71,06","71,06","1,273E-11",,,,,,
10125,"73,77","73,77","1,28E-11",,,,,,
10126.9,"76,32","76,32","1,281E-11",,,,,,
10128.8,"78,67","78,67","1,276E-11",,,,,,
10130.8,"80,86","80,86","1,265E-11",,,,,,
10132.7,"82,65","82,65","1,248E-11",,,,,,
10134.6,"84,11","84,11","1,225E-11",,,,,,
10136.5,"85,22","85,22","1,197E-11",,,,,,
10138.5,"85,98","85,98","1,163E-11",,,,,,
10140.4,"86,31","86,31","1,125E-11",,,,,,
10142.3,"86,24","86,24","1,084E-11",,,,,,
10144.2,"85,77","85,77","1,039E-11",,,,,,
10146.2,"84,85","84,85","9,885E-12",,,,,,
10148.1,"83,58","83,58","9,383E-12",,,,,,
10150,"81,95","81,95","8,864E-12",,,,,,
10151.9,"79,97","79,97","8,335E-12",,,,,,
10153.8,"77,67","77,67","7,8E-12",,,,,,
10155.8,"74,94","74,94","7,236E-12",,,,,,
10157.7,"72,08","72,08","6,706E-12",,,,,,
10159.6,69,69,"6,184E-12",,,,,,
10161.5,"65,75","65,75","5,677E-12",,,,,,
10163.5,"62,16","62,16","5,161E-12",,,,,,
10165.4,"58,66","58,66","4,691E-12",,,,,,
10167.3,"55,08","55,08","4,244E-12",,,,,,
10169.2,"51,48","51,48","3,821E-12",,,,,,
10171.2,"47,7","47,7","3,404E-12",,,,,,
10173.1,"44,16","44,16","3,035E-12",,,,,,
10175,"40,68","40,68","2,693E-12",,,,,,
10176.9,"37,3","37,3","2,379E-12",,,,,,
10178.8,"34,04","34,04","2,091E-12",,,,,,
10180.8,"30,75","30,75","1,816E-12",,,,,,
10182.7,"27,79","27,79","1,581E-12",,,,,,
10184.6,25,25,"1,369E-12",,,,,,
10186.5,"22,38","22,38","1,181E-12",,,,,,
10188.5,"19,82","19,82","1,005E-12",,,,,,
10190.4,"17,58","17,58","8,579E-13",,,,,,
10192.3,"15,52","15,52","7,29E-13",,,,,,
10194.2,"13,64","13,64","6,166E-13",,,,,,
10196.2,"11,85","11,85","5,142E-13",,,,,,
10198.1,"10,33","10,33","4,306E-13",,,,,,
10200,"8,971","8,971","3,59E-13",,,,,,
10201.9,"7,767","7,767","2,978E-13",,,,,,
10203.8,"6,712","6,712","2,459E-13",,,,,,
10205.8,"5,751","5,751","1,999E-13",,,,,,
10207.7,"4,973","4,973","1,634E-13",,,,,,
10209.6,"4,319","4,319","1,33E-13",,,,,,
10211.5,"3,782","3,782","1,077E-13",,,,,,
10213.5,"3,338","3,338","8,583E-14",,,,,,
10215.4,"3,027","3,027","6,883E-14",,,,,,
10217.3,"2,822","2,822","5,494E-14",,,,,,
10219.2,"2,722","2,722","4,364E-14",,,,,,
10221.2,"2,734","2,734","3,408E-14",,,,,,
10223.1,"2,859","2,859","2,681E-14",,,,,,
10225,"3,103","3,103","2,099E-14",,,,,,
10226.9,"3,474","3,474","1,635E-14",,,,,,
10228.8,"3,984","3,984","1,268E-14",,,,,,
10230.8,"4,688","4,688","9,655E-15",,,,"1,145E-12",,
10232.7,"5,534","5,534","7,414E-15",,,,"2,014E-12",,
10234.6,"6,572","6,572","5,667E-15",,,,"3,527E-12",,
10236.5,"7,828","7,828","4,311E-15",,,,"6,149E-12",,
10238.5,"9,414","9,414","3,216E-15",,,,"1,189E-11",,
10240.4,"11,2","11,2","2,422E-15",,,,"2,056E-11",,
10242.3,"13,3","13,3","1,816E-15",,,,"3,542E-11",,
10244.2,"15,74","15,74","1,355E-15",,,,"6,073E-11",,
10246.2,"18,72","18,72","9,906E-16",,,,"1,066E-10",,
10248.1,"21,97","21,97","7,32E-16",,,,"1,812E-10",,
10250,"25,69","25,69","5,383E-16",,,,"3,065E-10",,
10251.9,"29,91","29,91","3,94E-16",,,,"5,162E-10",,
10253.8,"34,67","34,67","2,87E-16",,,,"8,657E-10",,
10255.8,"40,3","40,3","2,045E-16",,,,"0,000000001484",,
10257.7,"46,28","46,28","1,475E-16",,,,"0,000000002467",,
10259.6,"52,9","52,9","1,059E-16",,,,"0,000000004081",,
10261.5,"60,2","60,2","7,568E-17",,,,"0,000000006721",,
10263.5,"68,64","68,64","5,286E-17",,,,"0,00000001131",,
10265.4,"77,38","77,38","3,74E-17",,,,"0,00000001846",,
10267.3,"86,84","86,84","2,634E-17",,,,"0,00000003",,
10269.2,97,97,"1,846E-17",,,,"0,00000004853",,
10271.2,"108,5","108,5","1,263E-17",,,,"0,00000008014",,
10273.1,120,120,"8,768E-18",,,,"0,0000001285",,
10275,"132,2","132,2","6,056E-18",,,,"0,0000002051",,
10276.9,145,145,"4,164E-18",,,,"0,0000003259",,
10278.8,"158,2","158,2","2,849E-18",,,,"0,0000005156",,
10280.8,"172,6","172,6","1,901E-18",,,,"0,0000008316",,
10282.7,"186,7","186,7","1,288E-18",,,,"0,000001304",,
10284.6,"200,9","200,9","8,685E-19",,,,"0,000002035",,
10286.5,"215,2","215,2","5,829E-19",,,,"0,000003163",,
10288.5,"230,3","230,3","3,811E-19",,,,"0,000005006",,
10290.4,"244,4","244,4","2,533E-19",,,,"0,000007709",,
10292.3,"258,2","258,2","1,675E-19",,,,"0,00001182",,
10294.2,"271,5","271,5","1,103E-19",,,,"0,00001804",,
10296.2,"284,9","284,9","7,067E-20",,,,"0,00002803",,
10298.1,"296,8","296,8","4,607E-20",,,,"0,00004239",,
10300,"307,8","307,8","2,989E-20",,,,"0,00006385",,
10301.9,"317,7","317,7","1,93E-20",,,,"0,00009573",,
10303.8,"326,5","326,5","1,241E-20",,,,"0,0001429",,
10305.8,"334,3","334,3","7,749E-21",,,,"0,0002168",,
10307.7,"340,3","340,3","4,932E-21",,,,"0,0003208",,
10309.6,"344,8","344,8","3,124E-21",,,,"0,0004725",,
10311.5,"347,8","347,8","1,969E-21",,,,"0,0006928",,
10313.5,"349,2","349,2","1,205E-21",,,,"0,001032",,
10315.4,"348,9","348,9","7,525E-22",,,,"0,001499",,
10317.3,347,347,"4,676E-22",,,,"0,002169",,
10319.2,"343,5","343,5","2,891E-22",,,,"0,003124",,
10321.2,"338,2","338,2","1,734E-22","3,741E-14",,,"0,004566",,
10323.1,"331,7","331,7","1,062E-22","6,547E-14",,,"0,006517",,
10325,"323,9","323,9","6,472E-23","1,141E-13",,,"0,009262",,
10326.9,"314,7","314,7","3,926E-23","1,979E-13",,,"0,0131",,
10328.8,"304,5","304,4","2,37E-23","3,417E-13",,,"0,01846",,
10330.8,"292,6","292,5","1,386E-23","6,045E-13",,,"0,02635",,
10332.7,"280,4","280,3","8,285E-24","1,035E-12",,,"0,03679",,
10334.6,"267,4","267,4","4,929E-24","1,763E-12",,,"0,05114",,
10336.5,254,"253,9","2,919E-24","2,992E-12",,,"0,07076",,
10338.5,"239,3","239,2","1,673E-24","5,196E-12",,,"0,09914",,
10340.4,"225,2",225,"9,808E-25","8,737E-12",,,"0,136",,
10342.3,"210,9","210,7","5,724E-25","1,463E-11",,,"0,1856",,
10344.2,"196,6","196,4","3,325E-25","2,438E-11",,,"0,2524",,
10346.2,"181,8","181,5","1,867E-25","4,156E-11",,,"0,347",,
10348.1,168,"167,5","1,074E-25","6,866E-11",,,"0,4675",,
10350,"154,6",154,"6,147E-26","1,129E-10",,,"0,627",,
10351.9,"141,7","140,9","3,502E-26","1,849E-10",,,"0,8373",,
10353.8,"129,4","128,3","1,986E-26","3,015E-10",,,"1,113",,
10355.8,"117,2","115,7","1,087E-26","5,021E-10",,,"1,495",,
10357.7,"106,3","104,4","6,105E-27","8,114E-10",,,"1,971",,
10359.6,"96,3","93,71","3,412E-27","0,000000001305",,,"2,585",,
10361.5,"87,15","83,77",,"0,000000002091",,,"3,377",,
10363.5,"78,52","74,07",,"0,000000003418",,,"4,452",,
10365.4,"71,36","65,59",,"0,000000005426",,,"5,763",,
10367.3,"65,24","57,82",,"0,000000008577",,,"7,427",,
10369.2,"60,26","50,73",,"0,0000000135",,,"9,53",,
10371.2,"56,32","43,99",,"0,00000002165",,,"12,33",,
10373.1,"53,92","38,24",,"0,00000003377",,,"15,68",,
10375,"52,94","33,08",,"0,00000005244",,,"19,86",,
10376.9,"53,53","28,49",,"0,00000008108",,,"25,03",,
10378.8,"55,85","24,43",,"0,0000001248",,,"31,42",,
10380.8,"60,4","20,67",,"0,0000001956",,,"39,73",,
10382.7,"66,98","17,56",,"0,0000002984",,,"49,42",,
10384.6,"76,06","14,84",,"0,0000004533",,,"61,22",,
10386.5,"87,98","12,49",,"0,0000006856",,,"75,49",,
10388.5,"104,1","10,36",,"0,000001055",,,"93,69",,
10390.4,"123,2","8,64",,"0,000001581",,,"114,5",,
10392.3,"146,5","7,169",,"0,000002359",,,"139,4",,
10394.2,"174,8","5,922",,"0,000003505",,,"168,9",,
10396.2,"210,6","4,819",,"0,000005292",,,"205,7",,
10398.1,251,"3,943",,"0,000007792",,,"247,1",,
10400,"298,7","3,212",,"0,00001142",,,"295,5",,
10401.9,"354,4","2,604",,"0,00001668",,,"351,8",,
10403.8,"419,2","2,102",,"0,00002423",,,"417,1",,
10405.8,"498,3","1,669",,"0,00003575",,,"496,6",,
10407.7,"584,9","1,335",,"0,00005149",,,"583,6",,
10409.6,"683,9","1,062",,"0,00007384",,,"682,9",,
10411.5,"796,4","0,8414",,"0,0001054",,,"795,6",,
10413.5,"930,8","0,6552",,"0,0001527",,,"930,1",,
10415.4,1075,"0,5142",,"0,000216",,,1074,,
10417.3,1236,"0,4017",,"0,0003043",,,1235,,
10419.2,1415,"0,3124",,"0,0004269",,,1415,,
10421.2,1624,"0,2385",,"0,0006067",,,1624,,
10423.1,1844,"0,1838",,"0,0008434",,,1844,,
10425,2084,"0,1409",,"0,001167",,,2084,,
10426.9,2346,"0,1076",,"0,001609",,,2346,,
10428.8,2630,"0,08173",,"0,002207",,,2630,,
10430.8,2953,"0,0609",,"0,003065",,,2953,,
10432.7,3282,"0,04584",,"0,004167",,,3282,,
10434.6,3632,"0,03435",,"0,005642",,,3632,,
10436.5,4004,"0,02562",,"0,007605",,,4004,,
10438.5,4416,"0,01872",,"0,01036",,,4416,,
10440.4,4827,"0,01383",,"0,01385",,,4827,,
10442.3,5254,"0,01017",,"0,01842",,,5254,,
10444.2,5697,"0,007447",,"0,02439",,,5697,,
10446.2,6175,"0,005336",,"0,03262",,,6175,,
10448.1,6640,"0,00387",,"0,04282",,,6640,,
10450,7112,"0,002794",,"0,05595",,,7112,,
10451.9,7587,"0,002008",,"0,07279",,,7586,,
10453.8,8061,"0,001436",,"0,09429",,,8061,,
10455.8,8557,"0,001004",,"0,1232",,,8557,,
10457.7,9020,"0,0007116",,"0,1582",,,9020,,
10459.6,9472,"0,0005019",,"0,2022",,,9472,,
10461.5,9909,"0,0003524",,"0,2573",,,9909,,
10463.5,10350,"0,0002417",,"0,3301",,,10350,,
10465.4,10740,"0,0001681",,"0,4163",,,10740,,
10467.3,11110,"0,0001164",,"0,5228",,,11110,,
10469.2,11450,"0,00008021",,"0,6536",,,11450,,
10471.2,11770,"0,00005394",,"0,8229",,,11770,,
10473.1,12040,"0,00003683",,"1,02",,,12040,,
10475,12270,"0,00002503",,"1,258",,,12270,,
10476.9,12470,"0,00001693",,"1,545",,,12460,,
10478.8,12620,"0,0000114",,"1,89",,,12620,,
10480.8,12730,"0,000007483",,"2,324",,,12730,,
10482.7,12800,"0,000004992",,"2,817",,,12800,,
10484.6,12820,"0,000003315",,"3,4",,,12820,,
10486.5,12800,"0,000002191",,"4,084",,,12800,,
10488.5,12740,"0,00000141",,"4,931",,,12740,,
10490.4,12640,"0,0000009233",,"5,872",,,12630,,
10492.3,12500,"0,0000006018",,"6,961",,,12490,,
10494.2,12320,"0,0000003905",,"8,217",,,12310,,
10496.2,12090,"0,0000002464",,"9,737",,,12080,,
10498.1,11840,"0,0000001584",,"11,39",,,11830,,
10500,11570,"0,0000001013",,"13,27",,,11550,,
10501.9,11260,"0,00000006453",,"15,38",,,11240,,
10503.8,10930,"0,00000004091",,"17,76",,,10910,,
10505.8,10560,"0,0000000252",,"20,57",,,10540,,
10507.7,10190,"0,00000001582",,"23,53",,,10160,,
10509.6,9800,"0,000000009891",,"26,81",,,9773,,
10511.5,9400,"0,000000006155",,"30,41",,,9369,,
10513.5,8968,"0,000000003717",,"34,56",,,8934,,
10515.4,8552,"0,000000002291",,"38,85",,,8513,,
10517.3,8131,"0,000000001406",,"43,48",,,8087,,
10519.2,7709,"8,589E-10",,"48,45",,,7660,,
10521.2,7265,"5,086E-10",,"54,04",,,7211,,
10523.1,6848,"3,078E-10",,"59,69",,,6788,,
10525,6436,"1,854E-10",,"65,63",,,6370,,
10526.9,6032,"1,111E-10",,"71,85",,,5960,,
10528.8,5637,"6,633E-11",,"78,32",,,5558,,
10530.8,5233,"3,834E-11",,"85,35",,,5148,,
10532.7,4862,"2,266E-11",,"92,2",,,4770,,
10534.6,4505,"1,334E-11",,"99,17",,,4406,,
10536.5,4162,"7,814E-12",,"106,2",,,4056,,
10538.5,3818,"4,429E-12",,"113,6",,,3705,,
10540.4,3508,"2,57E-12",,"120,6",,,3388,,
10542.3,3215,"1,485E-12",,"127,4",,,3088,,
10544.2,2939,"8,537E-13",,134,,,2805,,
10546.2,2666,"4,744E-13",,"140,7",,,2525,,
10548.1,2424,"2,703E-13",,"146,7",,,2277,,
10550,2199,"1,532E-13",,"152,3",,,2047,,
10551.9,1991,"8,65E-14",,"157,4",,,1833,,
10553.8,1798,,,162,,,1636,,
10555.8,1612,,,"166,2",,,1446,,
10557.7,1451,,,"169,5",,,1282,,
10559.6,1304,,,"172,1",,,1132,,
10561.5,1171,,,174,,,"996,9",,
10563.5,1044,,,"175,1",,,"869,2",,
10565.4,"936,6",,,"175,5",,,"761,1",,
10567.3,"840,3",,,"175,1",,,"665,2",,
10569.2,"754,6",,,"173,9",,,"580,8",,
10571.2,"675,4",,,"171,8",,,"503,6",,
10573.1,"609,8",,,"169,1",,,"440,7",,
10575,"553,2",,,"165,8",,,"387,4",,
10576.9,505,,,"161,8",,,"343,2",,
10578.8,"464,9",,,"157,1",,,"307,8",,
10580.8,"431,3",,,"151,7",,,"279,6",,
10582.7,"407,2","5,962E-12",,"146,1",,,"261,1",,
10584.6,"390,8","1,029E-11",,140,,,"250,8",,
10586.5,"382,2","1,769E-11",,"133,7",,,"248,5",,
10588.5,"381,8","3,116E-11",,"126,7",,,"255,1",,
10590.4,"389,9","5,311E-11",,"119,8",,,"270,1",,
10592.3,"406,9","9,016E-11",,"112,9",,,"294,1",,
10594.2,"433,4","1,524E-10",,"105,8",,,"327,6",,
10596.2,"472,3","2,637E-10",,"98,43",,,"373,9",,
10598.1,"520,7","4,419E-10",,"91,47",,,"429,3",,
10600,"581,3","7,376E-10",,"84,64",,,"496,7",,
10601.9,"655,2","0,000000001226",,"77,97",,,"577,2",,
10603.8,"743,6","0,000000002029",,"71,52",,,"672,1",,
10605.8,"853,8","0,000000003434",,"64,99",,,"788,8",,
10607.7,"976,3","0,000000005636",,"59,08",,,"917,2",,
10609.6,1118,"0,000000009212",,"53,47",,,1064,,
10611.5,1279,"0,00000001499",,"48,18",,,1231,,
10613.5,1473,"0,00000002493",,"42,98",,,1430,,
10615.4,1680,"0,00000004023",,"38,38",,,1642,,
10617.3,1913,"0,00000006465",,"34,13",,,1879,,
10619.2,2171,"0,0000001035",,"30,21",,,2141,,
10621.2,2472,"0,000000169",,"26,45",,,2446,,
10623.1,2787,"0,0000002681",,"23,21",,,2764,,
10625,3130,"0,0000004237",,"20,27",,,3110,,
10626.9,3502,"0,0000006668",,"17,63",,,3485,,
10628.8,3903,"0,000001045",,"15,27",,,3888,,
10630.8,4356,"0,000001669",,"13,06",,,4343,,
10632.7,4815,"0,000002594",,"11,21",,,4804,,
10634.6,5300,"0,000004014",,"9,575",,,5291,,
10636.5,5810,"0,000006185",,"8,146",,,5802,,
10638.5,6371,"0,000009707",,"6,839",,,6365,,
10640.4,6924,"0,00001483",,"5,766",,,6919,,
10642.3,7494,"0,00002257",,"4,84",,,7489,,
10644.2,8076,"0,00003419",,"4,046",,,8072,,
10646.2,8697,"0,00005272",,"3,334",,,8694,,
10648.1,9291,"0,0000792",,"2,761",,,9288,,
10650,9883,"0,0001185",,"2,277",,,9881,,
10651.9,10470,"0,0001765",,"1,87",,,10470,,
10653.8,11040,"0,0002619",,"1,529",,,11040,,
10655.8,11620,"0,000395",,"1,231",,,11620,,
10657.7,12150,"0,0005811",,"0,9975",,,12150,,
10659.6,12650,"0,0008514",,"0,8049",,,12650,,
10661.5,13110,"0,001242",,"0,6468",,,13110,,
10663.5,13560,"0,00184",,"0,5115",,,13560,,
10665.4,13930,"0,002662",,"0,4077",,,13930,,
10667.3,14250,"0,003835",,"0,3238",,,14250,,
10669.2,14520,"0,005501",,"0,2565",,,14520,,
10671.2,14740,"0,008007",,"0,2003",,,14740,,
10673.1,14880,"0,01139",,"0,1584",,,14880,,
10675,14970,"0,01613",,"0,1256",,,14970,,
10676.9,14980,"0,02275",,"0,1004",,,14980,,
10678.8,14940,"0,03196",,"0,08153",,,14940,,
10680.8,14820,"0,0455",,"0,0673",,,14820,,
10682.7,14650,"0,06338",,"0,05838",,,14650,,
10684.6,14410,"0,08791",,"0,05341",,,14410,,
10686.5,14120,"0,1214",,"0,05203",,,14120,,
10688.5,13760,"0,1698",,"0,0543",,,13760,,
10690.4,13360,"0,2326",,"0,06001",,,13360,,
10692.3,12920,"0,3172",,"0,06935",,,12920,,
10694.2,12450,"0,4308",,"0,08268",,,12440,,
10696.2,11910,"0,5919",,"0,1016",,,11900,,
10698.1,11360,"0,7971",,"0,1249",,,11360,,
10700,10800,"1,069",,"0,1542",,,10800,,
10701.9,10220,"1,428",,"0,1907",,,10220,,
10703.8,9634,"1,899",,"0,2357",,,9632,,
10705.8,9009,"2,552",,"0,2938",,,9007,,
10707.7,8417,"3,365",,"0,3611",,,8413,,
10709.6,7830,"4,418",,"0,4423",,,7825,,
10711.5,7253,"5,778",,"0,5397",,,7247,,
10713.5,6662,"7,629",,"0,6626",,,6654,,
10715.4,6119,"9,892",,"0,802",,,6108,,
10717.3,5598,"12,77",,"0,9667",,,5584,,
10719.2,5100,"16,42",,"1,16",,,5082,,
10721.2,4605,"21,3",,"1,4",,,4582,,
10723.1,4163,"27,16",,"1,667",,,4134,,
10725,3750,"34,48",,"1,976",,,3714,,
10726.9,3368,"43,6",,"2,333",,,3322,,
10728.8,3017,"54,9",,"2,744",,,2959,,
10730.8,2681,"69,65",,"3,239",,,2608,,
10732.7,2393,"86,96",,"3,777",,,2302,,
10734.6,2137,"108,1",,"4,387",,,2024,,
10736.5,1911,"133,8",,"5,074",,,1772,,
10738.5,1706,"166,8",,"5,888",,,1533,,
10740.4,1542,"204,8",,"6,754",,,1330,,
10742.3,1408,"250,4",,"7,717",,,1150,,
10744.2,1303,"304,8",,"8,781",,,989,,
10746.2,1224,"373,2",,"10,02",,,"840,3",,
10748.1,1178,"450,5",,"11,31",,,"716,6",,
10750,1163,"541,5",,"12,71",,,"608,5",,
10751.9,1177,"648,2",,"14,24",,,"514,5",,
10753.8,1222,"772,8",,"15,89",,,"433,2",,
10755.8,1303,"925,6",,"17,75",,,"359,8",,
10757.7,1414,1094,,"19,65",,,"300,2",,
10759.6,1559,1288,,"21,67",,,"249,5",,
10761.5,1740,1509,,"23,81",,,"206,5",,
10763.5,1971,1776,,"26,19",,,"168,4",,
10765.4,2231,2064,,"28,55",,,"138,1",,
10767.3,2533,2389,,"31,03",,,"112,8",,
10769.2,2879,2754,,"33,6",,,"91,71",,
10771.2,3293,3183,,"36,39",,,"73,43",,
10773.1,3736,3638,,"39,13",,,"59,19",,
10775,4229,4140,,"41,93",,,"47,51",,
10776.9,4774,4692,,"44,79",,,"37,97",,
10778.8,5373,5295,,"47,69",,,"30,22",,
10780.8,6062,5987,,"50,78",,,"23,65",,
10782.7,6772,6700,,"53,73",,,"18,66",,
10784.6,7538,7466,,"56,69",,,"14,65",,
10786.5,8357,8286,,"59,65",,,"11,46",,
10788.5,9276,9204,,"62,74",,,"8,808",,
10790.4,10200,10130,,"65,65",,,"6,828",,
10792.3,11170,11100,,"68,52",,,"5,271",,
10794.2,12190,12110,,"71,35",,,"4,052",,
10796.2,13290,13220,,"74,27",,,"3,057",,
10798.1,14380,14300,,"76,97",,,"2,33",,
10800,15490,15410,,"79,61",,,"1,767",,
10801.9,16610,16530,,"82,17",,,"1,335",,
10803.8,17750,17660,,"84,65",,,"1,004",,
10805.8,18940,18850,,"87,17",,,"0,7408",,
10807.7,20070,19980,,"89,46",,,"0,5524",,
10809.6,21170,21070,,"91,66",,,"0,4101",,
10811.5,22240,22140,,"93,76",,,"0,3032",,
10813.5,23320,23220,,"95,85",,,"0,2196",,
10815.4,24290,24190,,"97,72",,,"0,1609",,
10817.3,25200,25100,,"99,47",,,"0,1174",,
10819.2,26030,25930,,"101,1",,,"0,0853",,
10821.2,26820,26710,,"102,6",,,"0,06066",,
10823.1,27470,27360,,104,,,"0,04369",,
10825,28020,27910,,"105,1",,,"0,03133",,
10826.9,28460,28360,,"106,1",,,"0,02237",,
10828.8,28800,28690,,"106,9",,,"0,01591",,
10830.8,29020,28910,,"107,6",,,"0,01106",,
10832.7,29110,29000,,108,,,"0,007792",,
10834.6,29080,28970,,"108,2",,,"0,005468",,
10836.5,28930,28820,,"108,1",,,"0,003821",,
10838.5,28640,28540,,"107,8",,,"0,002608",,
10840.4,28260,28150,,"107,3",,,"0,001807",,
10842.3,27760,27650,,"106,5",,,"0,001246",,
10844.2,27160,27050,,"105,4",,,"0,0008557",,
10846.2,26420,26320,,104,,,"0,0005735",,
10848.1,25630,25530,,"102,4",,,"0,0003904",,
10850,24770,24670,,"100,6",,,"0,0002646",,
10851.9,23830,23740,,"98,44",,,"0,0001786",,
10853.8,22840,22750,,"96,08",,,"0,00012",,
10855.8,21750,21650,,"93,35",,,"0,00007863",,
10857.7,20670,20580,,"90,53",,,"0,00005238",,
10859.6,19570,19480,,"87,51",,,"0,00003475",,
10861.5,18450,18370,,"84,32",,,"0,00002295",,
10863.5,17270,17190,,"80,78",,,"0,00001477",,
10865.4,16160,16080,,"77,29",,,"0,000009678",,
10867.3,15050,14980,,"73,68",,,"0,000006321",,
10869.2,13980,13910,,70,,,"0,000004121",,
10871.2,12870,12810,,"66,06",,,"0,000002633",,
10873.1,11860,11800,,"62,29",,,"0,00000174",,
10875,10890,10830,,"58,52",,,"0,000001185",,
10876.9,9967,9912,,"54,77",,,"0,000000864",,
10878.8,9092,9041,,"51,06",,,"0,0000007144",,
10880.8,8227,8180,,"47,24",,,"0,0000007079",,
10882.7,7460,7416,,"43,7",,,"0,0000008387",,
10884.6,6747,6707,,"40,27",,,"0,000001121",,
10886.5,6088,6051,,"36,97",,,"0,000001597",,
10888.5,5453,5419,,"33,64",,,"0,00000239",,
10890.4,4902,4872,,"30,63",,,"0,000003539",,
10892.3,4402,4374,,"27,78",,,"0,00000525",,
10894.2,3950,3925,,"25,09",,,"0,000007777",,
10896.2,3524,3502,,"22,45",,,"0,00001172",,
10898.1,3163,3143,,"20,11",,,"0,00001725",,
10900,2841,2823,,"17,95",,,"0,00002528",,
10901.9,2556,2540,,"15,95",,,"0,00003691",,
10903.8,2305,2290,,"14,12",,,"0,00005368",,
10905.8,2072,2060,,"12,36",,,"0,00007928",,
10907.7,1880,1869,,"10,85",,,"0,0001144",,
10909.6,1711,1702,,"9,487",,,"0,0001643",,
10911.5,1564,1556,,"8,26",,,"0,0002351",,
10913.5,1429,1422,,"7,108",,,"0,0003414",,
10915.4,1317,1311,,"6,137",,,"0,0004846",,
10917.3,1219,1214,,"5,277",,,"0,0006852",,
10919.2,1133,1129,,"4,519",,,"0,0009648",,
10921.2,1053,1049,,"3,822",,,"0,001377",,
10923.1,"985,6","982,4",,"3,245",,,"0,001924",,
10925,"924,9","922,2",,"2,744",,,"0,002677",,
10926.9,"869,8","867,5",,"2,311",,,"0,003709",,
10928.8,"819,3","817,3",,"1,938",,,"0,005119",,
10930.8,770,"768,4",,"1,604",,,"0,007156",,
10932.7,"726,3","724,9",,"1,334",,,"0,009796",,
10934.6,"684,9","683,8",,"1,105",,,"0,01336",,
