Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
1963,6.908e-8,,,,8.354e-9,1.193e-25,,,6.072e-8
1964,6.473e-8,,,,7.831e-9,1.167e-25,,,5.690e-8
1965,6.058e-8,,,,7.332e-9,1.141e-25,,,5.324e-8
1966,5.661e-8,,,,6.855e-9,1.113e-25,,,4.976e-8
1967,5.283e-8,,,,6.400e-9,1.085e-25,,,4.643e-8
1968,4.924e-8,,,,5.967e-9,1.056e-25,,,4.327e-8
1969,4.583e-8,,,,5.556e-9,1.027e-25,,,4.027e-8
1970,4.260e-8,,,,5.167e-9,9.970e-26,,,3.743e-8
1971,3.954e-8,,,,4.798e-9,9.669e-26,,,3.474e-8
1972,3.665e-8,,,,4.449e-9,9.366e-26,,,3.220e-8
1973,3.393e-8,,,,4.120e-9,9.061e-26,,,2.981e-8
1974,3.137e-8,,,,3.810e-9,8.755e-26,,,2.755e-8
1975,2.896e-8,,,,3.519e-9,8.450e-26,,,2.544e-8
1976,2.670e-8,,,,3.246e-9,8.144e-26,,,2.345e-8
1977,2.458e-8,,,,2.989e-9,7.841e-26,,,2.159e-8
1978,2.260e-8,,,,2.749e-9,7.539e-26,,,1.985e-8
1979,2.075e-8,,,,2.525e-9,7.240e-26,,,1.822e-8
1980,1.903e-8,,,,2.317e-9,6.944e-26,,,1.671e-8
1981,1.742e-8,,,,2.122e-9,6.652e-26,,,1.530e-8
1982,1.593e-8,,,,1.941e-9,6.365e-26,,,1.399e-8
1983,1.455e-8,,,,1.773e-9,6.082e-26,,,1.278e-8
1984,1.327e-8,,,,1.618e-9,5.805e-26,,,1.165e-8
1985,1.209e-8,,,,1.474e-9,5.534e-26,,,1.061e-8
1986,1.099e-8,,,,1.341e-9,5.269e-26,,,9.651e-9
1987,9.984e-9,,,,1.218e-9,5.010e-26,,,8.766e-9
1988,9.056e-9,,,,1.105e-9,4.758e-26,,,7.951e-9
1989,8.204e-9,,,,1.002e-9,4.514e-26,,,7.202e-9
1990,7.421e-9,,,,9.064e-10,4.276e-26,,,6.515e-9
1991,6.704e-9,,,,8.191e-10,4.046e-26,,,5.885e-9
1992,6.048e-9,,,,7.391e-10,3.824e-26,,,5.309e-9
1993,5.449e-9,,,,6.661e-10,3.610e-26,,,4.783e-9
1994,4.902e-9,,,,5.995e-10,3.403e-26,,,4.303e-9
1995,4.405e-9,,,,5.387e-10,3.204e-26,,,3.866e-9
1996,3.952e-9,,,,4.835e-10,3.013e-26,,,3.469e-9
1997,3.541e-9,,,,4.334e-10,2.830e-26,,,3.108e-9
1998,3.169e-9,,,,3.879e-10,2.655e-26,,,2.781e-9
1999,2.832e-9,,,,3.467e-10,2.488e-26,,,2.485e-9
2000,2.527e-9,,,,3.095e-10,2.328e-26,,,2.218e-9
2001.9,"1,644E-24",,,,,"1,644E-24",,,
2003.8,"1,569E-24",,,,,"1,569E-24",,,
2005.8,"1,324E-24",,,,,"1,324E-24",,,
2007.7,"1,017E-24",,,,,"1,017E-24",,,
2009.6,"7,174E-25",,,,,"7,174E-25",,,
2011.5,"4,772E-25",,,,,"4,772E-25",,,
2013.5,"3,011E-25",,,,,"3,011E-25",,,
2015.4,"1,93E-25",,,,,"1,93E-25",,,
2017.3,"1,226E-25",,,,,"1,226E-25",,,
2019.2,"7,543E-26",,,,,"7,543E-26",,,
2021.2,"4,233E-26",,,,,"4,233E-26",,,
2023.1,"2,238E-26",,,,,"2,238E-26",,,
2025,"1,07E-26",,,,,"1,07E-26",,,
2026.9,"4,633E-27",,,,,"4,633E-27",,,
2028.8,"2,059E-27",,,,,"2,059E-27",,,
2030.8,"2,022E-27",,,,,"2,022E-27",,,
2032.7,"5,761E-27",,,,,"5,761E-27",,,
2034.6,"1,949E-26",,,,,"1,949E-26",,,
2036.5,"6,267E-26",,,,,"6,267E-26",,,
2038.5,"2,04E-25",,,,,"2,04E-25",,,
2040.4,"6,173E-25",,,,,"6,173E-25",,,
2042.3,"1,886E-24",,,,,"1,886E-24",,,
2044.2,"5,806E-24",,,,,"5,806E-24",,,
2046.2,"1,859E-23",,,,,"1,859E-23",,,
2048.1,"5,326E-23",,,,,"5,326E-23",,,
2050,"1,412E-22",,,,,"1,412E-22",,,
2051.9,"3,406E-22",,,,,"3,406E-22",,,
2053.8,"7,41E-22",,,,,"7,41E-22",,,
2055.8,"1,494E-21",,,,,"1,494E-21",,,
2057.7,"2,594E-21",,,,,"2,594E-21",,,
2059.6,"4,026E-21",,,,,"4,026E-21",,,
2061.5,"5,579E-21",,,,,"5,579E-21",,,
2063.5,"6,956E-21",,,,,"6,956E-21",,,
2065.4,"7,633E-21",,,,,"7,633E-21",,,
2067.3,"7,475E-21",,,,,"7,475E-21",,,
2069.2,"6,537E-21",,,,,"6,537E-21",,,
2071.2,"5,029E-21",,,,,"5,029E-21",,,
2073.1,"3,505E-21",,,,,"3,505E-21",,,
2075,"2,209E-21",,,,,"2,209E-21",,,
2076.9,"1,285E-21",,,,,"1,285E-21",,,
2078.8,"7,272E-22",,,,,"7,272E-22",,,
2080.8,"4,386E-22",,,,,"4,386E-22",,,
2082.7,"3,415E-22",,,,,"3,415E-22",,,
2084.6,"3,366E-22",,,,,"3,366E-22",,,
2086.5,"3,735E-22",,,,,"3,735E-22",,,
2088.5,"4,246E-22",,,,,"4,246E-22",,,
2090.4,"4,653E-22",,,,,"4,653E-22",,,
2092.3,"4,86E-22",,,,,"4,86E-22",,,
2094.2,"4,801E-22",,,,,"4,801E-22",,,
2096.2,"4,435E-22",,,,,"4,435E-22",,,
2098.1,"3,842E-22",,,,,"3,842E-22",,,
2100,"3,098E-22",,,,,"3,098E-22",,,
2101.9,"2,314E-22",,,,,"2,314E-22",,,
2103.8,"1,593E-22",,,,,"1,593E-22",,,
2105.8,"9,813E-23",,,,,"9,813E-23",,,
2107.7,"5,659E-23",,,,,"5,659E-23",,,
2109.6,"2,982E-23",,,,,"2,982E-23",,,
2111.5,"1,438E-23",,,,,"1,438E-23",,,
2113.5,"6,179E-24",,,,,"6,179E-24",,,
2115.4,"2,871E-24",,,,,"2,871E-24",,,
2117.3,"1,967E-24",,,,,"1,967E-24",,,
2119.2,"2,472E-24",,,,,"2,472E-24",,,
2121.2,"4,043E-24",,,,,"4,043E-24",,,
2123.1,"6,251E-24",,,,,"6,251E-24",,,
2125,"8,809E-24",,,,,"8,809E-24",,,
2126.9,"1,125E-23",,,,,"1,125E-23",,,
2128.8,"1,322E-23",,,,,"1,322E-23",,,
2130.8,"1,507E-23",,,,,"1,507E-23",,,
2132.7,"1,871E-23",,,,,"1,871E-23",,,
2134.6,3E-23,,,,,3E-23,,,
2136.5,"6,335E-23",,,,,"6,335E-23",,,
2138.5,"1,612E-22",,,,,"1,612E-22",,,
2140.4,"4,032E-22",,,,,"4,032E-22",,,
2142.3,"9,924E-22",,,,,"9,924E-22",,,
2144.2,"2,352E-21",,,,,"2,352E-21",,,
2146.2,"5,499E-21",,,,,"5,499E-21",,,
2148.1,"1,149E-20",,,,,"1,149E-20",,,
2150,"2,22E-20",,,,,"2,22E-20",,,
2151.9,"3,939E-20",,,,,"3,939E-20",,,
2153.8,"6,389E-20",,,,,"6,389E-20",,,
2155.8,"9,626E-20",,,,,"9,626E-20",,,
2157.7,"1,291E-19",,,,,"1,291E-19",,,
2159.6,"1,575E-19",,,,,"1,575E-19",,,
2161.5,"1,75E-19",,,,,"1,75E-19",,,
2163.5,"1,766E-19",,,,,"1,766E-19",,,
2165.4,"1,62E-19",,,,,"1,62E-19",,,
2167.3,"1,359E-19",,,,,"1,359E-19",,,
2169.2,"1,053E-19",,,,,"1,053E-19",,,
2171.2,"7,541E-20",,,,,"7,541E-20",,,
2173.1,"5,379E-20",,,,,"5,379E-20",,,
2175,"3,994E-20",,,,,"3,994E-20",,,
2176.9,"3,242E-20",,,,,"3,242E-20",,,
2178.8,"2,86E-20",,,,,"2,86E-20",,,
2180.8,"2,584E-20",,,,,"2,584E-20",,,
2182.7,"2,277E-20",,,,,"2,277E-20",,,
2184.6,"1,882E-20",,,,,"1,882E-20",,,
2186.5,"1,434E-20",,,,,"1,434E-20",,,
2188.5,"9,781E-21",,,,,"9,781E-21",,,
2190.4,"6,376E-21",,,,,"6,187E-21",,,"1,894E-22"
2192.3,"6,216E-21",,,,,"3,569E-21",,,"2,647E-21"
2194.2,"3,546E-20",,,,,"1,888E-21",,,"3,357E-20"
2196.2,"4,391E-19",,,,,"9,018E-22",,,"4,382E-19"
2198.1,"4,555E-18",,,,,"4,561E-22",,,"4,555E-18"
2200,"4,296E-17",,,,,"2,93E-22",,,"4,296E-17"
2201.9,"3,678E-16",,,,,"2,922E-22",,,"3,677E-16"
2203.8,"2,857E-15",,,,,"3,915E-22",,,"2,857E-15"
2205.8,"2,227E-14",,,,,"5,71E-22",,,"2,227E-14"
2207.7,"1,418E-13",,,,,"7,881E-22",,,"1,418E-13"
2209.6,"8,194E-13",,,,,"1,018E-21",,,"8,194E-13"
2211.5,"4,298E-12",,,,,"1,217E-21",,,"4,298E-12"
2213.5,"2,216E-11",,,,,"1,344E-21",,,"2,216E-11"
2215.4,"9,532E-11",,,,,"1,352E-21",,,"9,532E-11"
2217.3,"3,722E-10",,,,,"1,246E-21",,,"3,722E-10"
2219.2,"0,00000000132",,,,,"1,051E-21",,,"0,00000000132"
2221.2,"0,000000004509",,,,,"7,967E-22",,,"0,000000004509"
2223.1,"0,00000001313",,,,,"5,578E-22",,,"0,00000001313"
2225,"0,00000003474",,,,,"3,563E-22",,,"0,00000003474"
2226.9,"0,00000008361",,,,,"2,075E-22",,,"0,00000008361"
2228.8,"0,0000001831",,,,,"1,101E-22",,,"0,0000001831"
2230.8,"0,000000378",,,,,"5,112E-23",,,"0,000000378"
2232.7,"0,0000006849",,,,,"2,24E-23",,,"0,0000006849"
2234.6,"0,000001134",,,,,"8,935E-24",,,"0,000001134"
2236.5,"0,000001719",,,,,"3,254E-24",,,"0,000001719"
2238.5,"0,000002431",,,,,"1,048E-24",,,"0,000002431"
2240.4,"0,000003104",,,,,"4,357E-25",,,"0,000003104"
2242.3,"0,000003664",,,,,"5,033E-25",,,"0,000003664"
2244.2,"0,000004011",,,,,"1,237E-24",,,"0,000004011"
2246.2,"0,000004078",,,,,"3,377E-24",,,"0,000004078"
2248.1,"0,000003852",,,,,"8,087E-24",,,"0,000003852"
2250,"0,000003392",,,,,"1,77E-23",,,"0,000003392"
2251.9,"0,000002782",,,,,"3,539E-23",,,"0,000002782"
2253.8,"0,000002121",,,,,"6,475E-23",,,"0,000002121"
2255.8,"0,000001469",,,,,"1,114E-22",,,"0,000001469"
2257.7,"0,0000009561",,,,,"1,711E-22",,,"0,0000009561"
2259.6,"0,0000005764",,,,,"2,429E-22",,,"0,0000005764"
2261.5,"0,000000329",,,,,"3,204E-22",,,"0,000000329"
2263.5,"0,0000001952",,,,,"3,996E-22",,,"0,0000001952"
2265.4,"0,0000001767",,,,,"4,649E-22",,"1,369E-14","0,0000001767"
2267.3,"0,0000002712",,,,,"5,151E-22",,"1,655E-13","0,0000002712"
2269.2,"0,0000005095",,,,,"5,466E-22",,"1,827E-12","0,0000005095"
2271.2,"0,0000009671",,,,,"5,557E-22",,"2,075E-11","0,0000009671"
2273.1,"0,000001638",,,,,"5,385E-22",,"1,901E-10","0,000001638"
2275,"0,000002535",,,,,"4,947E-22",,"0,000000001591","0,000002534"
2276.9,"0,000003584",,,,,"4,274E-22",,"0,00000001215","0,000003572"
2278.8,"0,000004676",,,,,"3,445E-22",,"0,00000008479","0,000004591"
2280.8,"0,00000601",,,,,"2,531E-22",,"0,000000594","0,000005416"
2282.7,"0,000009224",,,,,"1,74E-22",,"0,00000344","0,000005784"
2284.6,"0,00002387",,,,,"1,102E-22",,"0,00001819","0,000005678"
2286.5,"0,00009302",,,,,"6,43E-23",,"0,00008784","0,000005173"
2288.5,"0,0004222",,,,,"3,363E-23",,"0,0004178","0,00000441"
2290.4,"0,001678",,,,,"1,736E-23",,"0,001675","0,000003683"
2292.3,"0,006132",,,,,"9,612E-24",,"0,006129","0,000003102"
2294.2,"0,02049",,,,,"7,292E-24",,"0,02049","0,000002709"
2296.2,"0,06614",,,,,"8,518E-24",,"0,06614","0,000002438"
2298.1,"0,1835",,,,,"1,188E-23",,"0,1835","0,000002218"
2300,"0,4648",,,,,"1,642E-23",,"0,4648","0,000001956"
2301.9,"1,075",,,,,"2,119E-23",,"1,075","0,000001629"
2303.8,"2,272",,,,,"2,514E-23",,"2,272","0,000001259"
2305.8,"4,525",,,,,"2,735E-23",,"4,525","0,0000008764"
2307.7,"7,934",,,,,"2,706E-23",,"7,934","0,0000005676"
2309.6,"12,7",,,,,"2,449E-23",,"12,7","0,0000003359"
2311.5,"18,58",,,,,"2,027E-23",,"18,58","0,0000001814"
2313.5,"25,12",,,,,"1,51E-23",,"25,12","0,00000008585"
2315.4,"30,48",,,,,"1,043E-23",,"30,48","0,00000003847"
2317.3,"33,78",,,,,"6,601E-24",,"33,78","0,00000001608"
2319.2,"34,19",,,,,"3,84E-24",,"34,19","0,000000007418"
2321.2,"31,39",,,,,"1,993E-24",,"31,39","0,000000007544"
2323.1,"26,36",,,,,"9,945E-25",,"26,36","0,00000001781"
2325,"20,22",,,,,"4,709E-25",,"20,22","0,00000004797"
2326.9,"14,16",,,,,"2,171E-25",,"14,16","0,0000001214"
2328.8,"9,06",,,,,"1,009E-25",,"9,06","0,0000002818"
2330.8,"5,132",,,,,"4,837E-26",,"5,132","0,0000006214"
2332.7,"2,724",,,,,"3,283E-26",,"2,724","0,000001203"
2334.6,"1,321",,,,,"5,289E-26",,"1,321","0,000002131"
2336.5,"0,5847",,,,,"1,612E-25",,"0,5847","0,000003455"
2338.5,"0,2248",,,,,"5,697E-25",,"0,2248","0,00000522"
2340.4,"0,08262",,,,,"1,774E-24",,"0,08261","0,000007053"
2342.3,"0,02773",,,,,"5,085E-24",,"0,02772","0,000008722"
2344.2,"0,008504",,,,,"1,339E-23",,"0,008494","0,000009871"
2346.2,"0,002227",,,,,"3,384E-23",,"0,002217","0,00001022"
2348.1,"0,0005735",,,,,"7,482E-23",,"0,0005639","0,000009637"
2350,"0,0001393",,,,,"1,52E-22",,"0,000131","0,000008319"
2351.9,"0,00003435",,,,,"2,837E-22",,"0,00002777","0,000006572"
2353.8,"0,00001013",,,,,"4,866E-22",,"0,000005379","0,000004751"
2355.8,"0,000003935",,,,,"7,842E-22",,"0,0000008663","0,000003068"
2357.7,"0,000001988",,,,,"1,132E-21",,"0,0000001393","0,000001849"
2359.6,"0,00000104",,,,,"1,503E-21",,"0,00000002044","0,00000102"
2361.5,"0,0000005174",,,,,"1,836E-21",,"0,00000000274","0,0000005147"
2363.5,"0,000000228",,,,,"2,07E-21",,"2,996E-10","0,0000002277"
2365.4,"0,00000009581",,,,,"2,132E-21",,"3,333E-11","0,00000009578"
2367.3,"0,00000003688",,,,,"2,02E-21",,"3,386E-12","0,00000003687"
2369.2,"0,00000001299",,,,,"1,762E-21",,"3,142E-13","0,00000001299"
2371.2,"0,000000003936",,,,,"1,396E-21",,"2,332E-14","0,000000003936"
2373.1,"0,000000001156",,,,,"1,028E-21",,,"0,000000001156"
2375,"3,107E-10",,,,,"6,968E-22",,,"3,107E-10"
2376.9,"7,641E-11",,,,,"4,351E-22",,,"7,641E-11"
2378.8,"1,72E-11",,,,,"2,502E-22",,,"1,72E-11"
2380.8,"3,252E-12",,,,,"1,28E-22",,,"3,252E-12"
2382.7,"6,1E-13",,,,,"6,284E-23",,,"6,1E-13"
2384.6,"1,047E-13",,,,,"3,04E-23",,,"1,047E-13"
2386.5,"1,646E-14",,,,,"2,002E-23",,,"1,646E-14"
2388.5,"2,131E-15",,,,,"3,198E-23",,,"2,131E-15"
2390.4,"2,791E-16",,,,,"8,109E-23",,,"2,791E-16"
2392.3,"3,345E-17",,,,,"2,119E-22",,,"3,345E-17"
2394.2,"3,67E-18",,,,,"5,191E-22",,,"3,669E-18"
2396.2,"3,268E-19",,,,,"1,224E-21",,,"3,255E-19"
2398.1,"3,231E-20",,,,,"2,542E-21",,,"2,976E-20"
2400,"7,351E-21",,,,,"4,861E-21",,,"2,49E-21"
2401.9,"8,552E-21",,,,,"8,552E-21",,,
2403.8,"1,384E-20",,,,,"1,384E-20",,,
2405.8,"2,101E-20",,,,,"2,101E-20",,,
2407.7,"2,865E-20",,,,,"2,865E-20",,,
2409.6,"3,594E-20",,,,,"3,594E-20",,,
2411.5,"4,148E-20",,,,,"4,148E-20",,,
2413.5,"4,406E-20",,,,,"4,406E-20",,,
2415.4,"4,283E-20",,,,,"4,283E-20",,,
2417.3,"3,83E-20",,,,,"3,83E-20",,,
2419.2,"3,15E-20",,,,,"3,15E-20",,,
2421.2,"2,343E-20",,,,,"2,343E-20",,,
2423.1,"1,624E-20",,,,,"1,624E-20",,,
2425,"1,036E-20",,,,,"1,036E-20",,,
2426.9,"7,679E-21",,,,,"6,082E-21",,,"1,597E-21"
2428.8,"2,044E-20",,,,,"3,296E-21",,,"1,714E-20"
2430.8,"1,93E-19",,,,,"1,594E-21",,,"1,914E-19"
2432.7,"1,748E-18",,,,,"7,512E-22",,,"1,747E-18"
2434.6,"1,473E-17",,,,,"3,457E-22",,,"1,473E-17"
2436.5,"1,148E-16",,,,,"1,682E-22",,,"1,148E-16"
2438.5,"9,151E-16",,,,,"9,432E-23",,,"9,151E-16"
2440.4,"6,063E-15",,,,,"6,767E-23",,,"6,063E-15"
2442.3,"3,712E-14",,,,,"5,622E-23",,,"3,712E-14"
2444.2,"2,099E-13",,,,,"5,033E-23",,,"2,099E-13"
2446.2,"1,194E-12",,,,,"4,766E-23",,,"1,194E-12"
2448.1,"5,744E-12",,,,,"4,886E-23",,,"5,744E-12"
2450,"2,552E-11",,,,,"5,457E-23",,,"2,552E-11"
2451.9,"1,048E-10",,,,,"6,533E-23",,,"1,048E-10"
2453.8,"3,976E-10",,,,,"8,136E-23",,,"3,976E-10"
2455.8,"0,000000001486",,,,,"1,043E-22",,,"0,000000001486"
2457.7,"0,000000004792",,,,,"1,328E-22",,,"0,000000004792"
2459.6,"0,00000001428",,,,,"1,703E-22",,,"0,00000001428"
2461.5,"0,00000003934",,,,,"2,195E-22",,,"0,00000003934"
2463.5,"0,0000001049",,,,,"2,87E-22",,,"0,0000001049"
2465.4,"0,0000002456",,,,,"3,655E-22",,,"0,0000002456"
2467.3,"0,0000005315",,,,,"4,527E-22",,,"0,0000005315"
2469.2,"0,000001062",,,,,"5,372E-22",,,"0,000001062"
2471.2,"0,000002023",,,,,"6,064E-22",,,"0,000002023"
2473.1,"0,000003438",,,,,"6,377E-22",,,"0,000003438"
2475,"0,0000054",,,,,"6,258E-22",,,"0,0000054"
2476.9,"0,000007837",,,,,"5,71E-22",,,"0,000007837"
2478.8,"0,00001051",,,,,"4,833E-22",,,"0,00001051"
2480.8,"0,00001315",,,,,"3,732E-22",,,"0,00001315"
2482.7,"0,00001501",,,,,"2,695E-22",,,"0,00001501"
2484.6,"0,00001585",,,,,"1,8E-22",,,"0,00001585"
2486.5,"0,0000155",,,,,"1,111E-22",,,"0,0000155"
2488.5,"0,00001399",,,,,"6,153E-23",,,"0,00001399"
2490.4,"0,00001186",,,,,"3,26E-23",,,"0,00001186"
2492.3,"0,000009564",,,,,"1,644E-23",,,"0,000009564"
2494.2,"0,000007587",,,,,"8,539E-24",,,"0,000007587"
2496.2,"0,000006236",,,,,"5,441E-24",,,"0,000006236"
2498.1,"0,000005812",,,,,"5,211E-24",,,"0,000005812"
2500,"0,000006198",,,,,"6,326E-24",,,"0,000006198"
2501.9,"0,000007211",,,,,"8,003E-24",,,"0,000007211"
2503.8,"0,000008554",,,,,"9,686E-24",,,"0,000008554"
2505.8,"0,000009928",,,,,"1,099E-23",,,"0,000009928"
2507.7,"0,00001083",,,,,"1,146E-23",,,"0,00001083"
2509.6,"0,00001108",,,,,"1,107E-23",,,"0,00001108"
2511.5,"0,00001057",,,,,"9,894E-24",,,"0,00001057"
2513.5,"0,000009333",,,,,"8,083E-24",,,"0,000009333"
2515.4,"0,000007742",,,,,"6,161E-24",,,"0,000007742"
2517.3,"0,000006084",,,,,"4,345E-24",,,"0,000006084"
2519.2,"0,000004679",,,,,"2,835E-24",,,"0,000004679"
2521.2,"0,00000373",,,,,"1,664E-24",,,"0,00000373"
2523.1,"0,000003453",,,,,"9,257E-25",,,"0,000003453"
2525,"0,000003778",,,,,"4,767E-25",,,"0,000003778"
2526.9,"0,000004581",,,,,"2,271E-25",,,"0,000004581"
2528.8,"0,000005653",,,,,"1,001E-25",,,"0,000005653"
2530.8,"0,000006776",,,,,"3,889E-26",,,"0,000006776"
2532.7,"0,000007561",,,,,"1,462E-26",,,"0,000007561"
2534.6,"0,000007861",,,,,"5,086E-27",,,"0,000007861"
2536.5,"0,00000759",,,,,"1,638E-27",,,"0,00000759"
2538.5,"0,000006743",,,,,"4,6E-28",,,"0,000006743"
2540.4,"0,000005576",,,,,"1,493E-28",,,"0,000005576"
2542.3,"0,000004274",,,,,"1,91E-28",,,"0,000004274"
2544.2,"0,000003036",,,,,"9,93E-28",,,"0,000003036"
2546.2,"0,000001952",,,,,"6,213E-27",,,"0,000001952"
2548.1,"0,000001186",,,,,"3,316E-26",,,"0,000001186"
2550,"0,0000006684",,,,,"1,647E-25",,,"0,0000006684"
2551.9,"0,000000349",,,,,"7,613E-25",,,"0,000000349"
2553.8,"0,0000001689",,,,,"3,275E-24",,,"0,0000001689"
2555.8,"0,00000007249",,,,,"1,408E-23",,,"0,00000007249"
2557.7,"0,00000003002",,,,,"5,226E-23",,,"0,00000003002"
2559.6,"0,00000001152",,,,,"1,807E-22",,,"0,00000001152"
2561.5,"0,000000004098",,,,,"5,816E-22",,,"0,000000004098"
2563.5,"0,000000001272",,,,,"1,844E-21",,,"0,000000001272"
2565.4,"3,871E-10",,,,,"5,131E-21",,,"3,871E-10"
2567.3,"1,092E-10",,,,,"1,331E-20",,,"1,092E-10"
2569.2,"2,855E-11",,,,,"3,216E-20",,,"2,855E-11"
2571.2,"6,408E-12",,,,,"7,551E-20",,,"6,408E-12"
2573.1,"1,434E-12",,,,,"1,582E-19",,,"1,434E-12"
2575,"2,972E-13",,,,,"3,091E-19",,,"2,972E-13"
2576.9,"5,712E-14",,,,,"5,639E-19",,,"5,712E-14"
2578.8,"1,018E-14",,,,,"9,608E-19",,,"1,018E-14"
2580.8,"1,561E-15",,,,,"1,564E-18",,,"1,56E-15"
2582.7,"4,668E-16",,,,,"2,319E-18",,,"4,645E-16"
2584.6,"1,466E-15",,,,,"3,216E-18",,,"1,462E-15"
2586.5,"8,213E-15",,,,,"4,171E-18",,,"8,209E-15"
2588.5,"4,785E-14",,,,,"5,106E-18",,,"4,785E-14"
2590.4,"2,377E-13",,,,,"5,784E-18",,,"2,377E-13"
2592.3,"1,101E-12",,,,,"6,136E-18",,,"1,101E-12"
2594.2,"4,75E-12",,,,,"6,098E-18",,,"4,75E-12"
2596.2,"2,052E-11",,,,,"5,647E-18",,,"2,052E-11"
2598.1,"7,664E-11",,,,,"4,912E-18",,,"7,664E-11"
2600,"2,668E-10",,,,,"4,007E-18",,,"2,668E-10"
2601.9,"8,66E-10",,,,,"3,066E-18",,,"8,66E-10"
2603.8,"0,000000002619",,,,,"2,204E-18",,,"0,000000002619"
2605.8,"0,000000007784",,,,,"1,459E-18",,,"0,000000007784"
2607.7,"0,00000002038",,,,,"9,329E-19",,,"0,00000002038"
2609.6,"0,00000004973",,,,,"5,706E-19",,,"0,00000004973"
2611.5,"0,0000001131",,,,,"3,398E-19",,,"0,0000001131"
2613.5,"0,000000249",,,,,"1,971E-19",,,"0,000000249"
2615.4,"0,0000004902",,,,,"1,215E-19",,,"0,0000004902"
2617.3,"0,0000008996",,,,,"7,9E-20",,,"0,0000008996"
2619.2,"0,000001539",,,,,"5,396E-20",,,"0,000001539"
2621.2,"0,000002509",,,,,"3,705E-20",,,"0,000002509"
2623.1,"0,000003715",,,,,"2,577E-20",,,"0,000003715"
2625,"0,000005126",,,,,"1,747E-20",,,"0,000005126"
2626.9,"0,000006594",,,,,"1,151E-20",,,"0,000006594"
2628.8,"0,000007905",,,,,"7,512E-21",,,"0,000007905"
2630.8,"0,000008869",,,,,"5,006E-21",,,"0,000008869"
2632.7,"0,000009204",,,,,"3,823E-21",,,"0,000009204"
2634.6,"0,000008905",,,,,"3,399E-21",,,"0,000008905"
2636.5,"0,000008033",,,,,"3,379E-21",,,"0,000008033"
2638.5,"0,000006689",,,,,"3,493E-21",,,"0,000006689"
2640.4,"0,000005245",,,,,"3,532E-21",,,"0,000005245"
2642.3,"0,000003868",,,,,"3,406E-21",,,"0,000003868"
2644.2,"0,000002721",,,,,"3,102E-21",,,"0,000002721"
2646.2,"0,000001862",,,,,"2,652E-21",,,"0,000001862"
2648.1,"0,000001393",,,,,"2,229E-21",,,"0,000001393"
2650,"0,000001227",,,,,"2,02E-21",,,"0,000001227"
2651.9,"0,0000013",,,,,"2,401E-21",,,"0,0000013"
2653.8,"0,000001537",,,,,"4,102E-21",,,"0,000001537"
2655.8,"0,00000188",,,,,"8,884E-21",,,"0,00000188"
2657.7,"0,000002234",,,,,"1,899E-20",,,"0,000002234"
2659.6,"0,000002581",,,,,"3,889E-20",,,"0,000002581"
2661.5,"0,000002938",,,,,"7,491E-20",,,"0,000002938"
2663.5,"0,000003391",,,,,"1,391E-19",,,"0,000003391"
2665.4,"0,000004",,,,,"2,336E-19",,,"0,000004"
2667.3,"0,000004886",,,,,"3,667E-19",,,"0,000004886"
2669.2,"0,000006105",,,,,"5,378E-19",,,"0,000006105"
2671.2,"0,000007704",,"1,114E-26",,,"7,479E-19",,,"0,000007704"
2673.1,"0,000009358",,"9,364E-26",,,"9,544E-19",,,"0,000009358"
2675,"0,00001089",,"7,374E-25",,,"1,138E-18",,,"0,00001089"
2676.9,"0,00001199",,"5,44E-24",,,"1,268E-18",,,"0,00001199"
2678.8,"0,00001244",,"3,76E-23",,,"1,32E-18",,,"0,00001244"
2680.8,"0,00001206",,"2,681E-22",,,"1,28E-18",,,"0,00001206"
2682.7,"0,00001094",,"1,62E-21",,,"1,159E-18",,,"0,00001094"
2684.6,"0,000009288",,"9,174E-21",,,"9,811E-19",,,"0,000009288"
2686.5,"0,00000737",,"4,866E-20",,,"7,759E-19",,,"0,00000737"
2688.5,"0,00000537",,"2,626E-19",,,"5,633E-19",,,"0,00000537"
2690.4,"0,000003708",,"1,218E-18",,,"3,876E-19",,,"0,000003708"
2692.3,"0,000002393",,"5,295E-18",,,"2,492E-19",,,"0,000002393"
2694.2,"0,000001444",,"2,156E-17",,,"1,497E-19",,,"0,000001444"
2696.2,"0,0000007927",,"8,806E-17",,,"8,139E-20",,,"0,0000007927"
2698.1,"0,0000004293",,"3,136E-16",,,"4,255E-20",,,"0,0000004293"
2700,"0,0000002445","1,211E-13","1,046E-15",,,"2,078E-20",,,"0,0000002445"
2701.9,"0,0000001921","1,028E-12","3,268E-15",,,"9,487E-21",,,"0,0000001921"
2703.8,"0,0000002583","8,191E-12","9,568E-15",,,"4,046E-21",,,"0,0000002583"
2705.8,"0,0000004815","6,794E-11","2,762E-14",,,"1,534E-21",,,"0,0000004814"
2707.7,"0,0000009011","4,748E-10","7,071E-14",,,"5,694E-22",,,"0,0000009007"
2709.6,"0,000001613","0,000000003113","1,696E-13",,,"1,976E-22",,,"0,00000161"
2711.5,"0,000002726","0,00000001915","3,81E-13",,,"6,415E-23",,,"0,000002707"
2713.5,"0,000004481","0,000000121","8,326E-13",,,"1,834E-23",,,"0,00000436"
